PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare
859,1,3,1,24.0,0,3,19.2583
861,0,3,0,41.0,2,0,14.1083
862,0,2,0,21.0,1,0,11.5
863,1,1,1,48.0,0,0,25.9292
865,0,2,0,24.0,0,0,13.0
866,1,2,1,42.0,0,0,13.0
867,1,2,1,27.0,1,0,13.8583
868,0,1,0,31.0,0,0,50.4958
870,1,3,0,4.0,1,1,11.1333
871,0,3,0,26.0,0,0,7.8958
872,1,1,1,47.0,1,1,52.5542
873,0,1,0,33.0,0,0,5.0
874,0,3,0,47.0,0,0,9.0
875,1,2,1,28.0,1,0,24.0
876,1,3,1,15.0,0,0,7.225
877,0,3,0,20.0,0,0,9.8458
878,0,3,0,19.0,0,0,7.8958
880,1,1,1,56.0,0,1,83.1583
881,1,2,1,25.0,0,1,26.0
882,0,3,0,33.0,0,0,7.8958
883,0,3,1,22.0,0,0,10.5167
884,0,2,0,28.0,0,0,10.5
885,0,3,0,25.0,0,0,7.05
886,0,3,1,39.0,0,5,29.125
887,0,2,0,27.0,0,0,13.0
888,1,1,1,19.0,0,0,30.0
890,1,1,0,26.0,0,0,30.0
891,0,3,0,32.0,0,0,7.75
